,volt_measured,volt_measured_time,current_measured,current_measured_time,temperature_measured,temperature_measured_time,current_charge,current_charge_time,voltage_charge,voltage_charge_time,volt_discharge_measured,volt_discharge_measured_time,current_discharge_measured,current_discharge_measured_time,temperature_discharge_measured,temperature_discharge_measured_time,current_load,current_load_time,voltage_load,voltage_load_time,capacity
0,0.0035671517131118766,0.8679855242750388,0.9705886590083457,0.871600370027752,0.5712462425303291,0.3459848149780877,0.9901960784313715,0.8804373218707657,0.5000000000000059,0.883430783027328,0.9858492060399197,0.0,0.9990376845435694,0.0,0.0,0.0,0.5000000000000001,,,0.0,0.0
1,0.9736254533619151,0.03485552766692818,0.9862165201098254,0.03833682048864911,0.8727765757152774,0.08656092510060207,1.0,0.038721018016468184,0.9891280230752164,0.03403943592608001,0.9826593950467136,0.3649149123580165,0.7777736865425061,0.36781223319389944,0.7830953483435174,0.3654052736403852,0.0011995201919232307,,,0.7369759027784213,0.36579237542665033
2,0.9734668654569855,0.3636857411332191,0.9886682770646705,0.3640653766863875,0.8893048510322065,0.13114585802902526,1.0,0.36774272432348687,0.9855779897936544,0.3573901525663397,0.2996038852236296,0.6070945572315654,0.21444682147521443,0.6030583263579193,0.8754311477364944,0.6044359742162808,0.0011995201919232307,,,0.738155550276513,0.615914316466096
3,0.9734985650573155,0.4362791877356602,0.9955939333588474,0.4417901952128543,0.8845809040690876,0.15252641288668498,1.0,0.44625265540446896,0.9855779897936544,0.4351102771632603,0.9563414315207609,0.6586552037550505,0.7781664597189737,0.6596871631376927,0.8767122143065285,0.6553701769791386,0.0011995201919232307,,,0.7377846360124071,0.6646398635710284
4,0.9734880329048529,0.46554925857016616,0.9876997972383093,0.4667038109867627,0.8752851892372644,0.1726100159821887,1.0,0.4714179281509287,0.9855779897936544,0.4634227184305198,0.9698888068981467,0.6838567300723468,0.7782349649068866,0.684712216073696,0.8802780635125592,0.6802314662205022,0.0011995201919232307,,,0.7353936968986278,0.6911517897721443
5,0.9734622440060189,0.47486706010597796,0.9971073171245123,0.48118532481100873,0.8580582116714791,0.19508358645160667,1.0,0.48604572238505345,0.9855779897936544,0.47687681760496753,0.9365445202102161,0.6988914157844832,0.7785089901310902,0.6996904421864116,0.8762435648385771,0.69511167497223,0.0011995201919232307,,,0.7329179967555738,0.7012090359131438
6,0.9734620186242047,0.4561846339110588,0.9986063254321029,0.4534318856876905,0.8679576202169629,0.16250684028490955,1.0,0.4580119407160749,0.9844686043931663,0.4517381233246457,0.5257980819781533,0.6823218795911481,0.25233120093905526,0.677785504485549,0.8932140120927271,0.6787860488694,0.0011995201919232307,,,0.7311203848467169,0.6834873408109668
7,0.9734422782884018,0.8872263202502041,0.9926119562276361,0.8756217833951538,0.873009506359687,0.0034365221594530424,1.0,0.8844664555093513,0.9831373419125805,0.8818239115291677,0.9516684162729219,0.9303085812962695,0.7781557951936247,0.9298567981427647,0.886391578092075,0.9237718246108758,0.0011995201919232307,,,0.7312865164640953,0.9087755667591044
8,0.9734648017558328,0.8876949260681483,0.9939131425988524,0.8773154285291511,0.8659172051029325,0.0028047660535495023,1.0,0.8861772084614535,0.9831373419125805,0.8832405680602579,0.9466076559921498,0.9077214656194054,0.7781997102633206,0.9074198515170899,0.8658290835386483,0.9014817051381845,0.0011995201919232307,,,0.7314594289638155,0.8785005508086918
9,0.9734371745579302,0.8796529609958933,0.9816954032967379,0.8706680372772742,0.8601447202223009,0.0032106564994951563,1.0,0.8794626706992911,0.9831373419125805,0.8773452305256735,0.9728080532538794,0.89541403068915,0.7781731239135261,0.8951942418119979,0.8587772741488369,0.8893360997000025,0.0011995201919232307,,,0.730131506171846,0.8592091771208071
